Gene_Name,Product,Lineage,Tax ID,GO_Terms
tatD,Tat-linked quality control protein TatD,,2159,GO:0004536 (DNA nuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
malK_2,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
malK_3,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
msrB,Peptide methionine sulfoxide reductase MsrB,,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
rps2,30S ribosomal protein S2,,2517203,GO:0003735 (structural constituent of ribosome) [Confidence: IEA:InterPro]
pan,Proteasome-activating nucleotidase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:UniProtKB-UniRule]
maeA,NAD-dependent malic enzyme,,2517203,"GO:0004470 (malic enzyme activity) [Confidence: IEA:InterPro]; GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]"
gloB,Hydroxyacylglutathione hydrolase,,2517203,GO:0016787 (hydrolase activity) [Confidence: IEA:UniProtKB-KW]
vat_1,VCP-like ATPase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
atpB,V-type ATP synthase beta chain,,2517203,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046933 (proton-transporting ATP synthase activity, rotational mechanism) [Confidence: IEA:UniProtKB-UniRule]"
atpA,V-type ATP synthase alpha chain,,2517203,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046933 (proton-transporting ATP synthase activity, rotational mechanism) [Confidence: IEA:UniProtKB-UniRule]; GO:0046961 (proton-transporting ATPase activity, rotational mechanism) [Confidence: IEA:UniProtKB-EC]"
fadA,3-ketoacyl-CoA thiolase,,2517203,GO:0003985 (acetyl-CoA C-acetyltransferase activity) [Confidence: IEA:UniProtKB-EC]
ftsY,Signal recognition particle receptor FtsY,,2517203,GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003924 (GTPase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005047 (signal recognition particle binding) [Confidence: IEA:TreeGrafter]
btuD_1,Vitamin B12 import ATP-binding protein BtuD,,2517203,No GO terms found
cysO_1,Protein CysO,,2517203,No GO terms found
metAA_1,Homoserine O-acetyltransferase,,2517203,GO:0004414 (homoserine O-acetyltransferase activity) [Confidence: IEA:UniProtKB-EC]; GO:0008899 (homoserine O-succinyltransferase activity) [Confidence: IEA:InterPro]
cysG_1,Siroheme synthase,,2517203,GO:0004325 (ferrochelatase activity) [Confidence: IEA:InterPro]; GO:0043115 (precorrin-2 dehydrogenase activity) [Confidence: IEA:InterPro]
fbp,Fructose-1%2C6-bisphosphate aldolase,,2517203,"GO:0042132 (fructose 1,6-bisphosphate 1-phosphatase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0004332 (fructose-bisphosphate aldolase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]"
hisD,Histidinol dehydrogenase,,2517203,GO:0004399 (histidinol dehydrogenase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0008270 (zinc ion binding) [Confidence: IEA:UniProtKB-UniRule]
leuA,2-isopropylmalate synthase,,2517203,GO:0003852 (2-isopropylmalate synthase activity) [Confidence: IEA:InterPro]
btuD_4,Vitamin B12 import ATP-binding protein BtuD,,2517203,No GO terms found
btuD_5,Vitamin B12 import ATP-binding protein BtuD,,2517203,No GO terms found
zitB,Zinc transporter ZitB,,2517203,No GO terms found
glpK,Glycerol kinase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004370 (glycerol kinase activity) [Confidence: IEA:UniProtKB-UniRule]
rpl3,50S ribosomal protein L3,,2517203,GO:0019843 (rRNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003735 (structural constituent of ribosome) [Confidence: IEA:InterPro]
rps3,30S ribosomal protein S3,,2517203,GO:0019843 (rRNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003735 (structural constituent of ribosome) [Confidence: IEA:InterPro]
ndk,Nucleoside diphosphate kinase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016301 (kinase activity) [Confidence: IEA:UniProtKB-KW]
fni_2,Isopentenyl-diphosphate delta-isomerase,,2517203,GO:0016787 (hydrolase activity) [Confidence: IEA:UniProtKB-KW]; GO:0004452 (isopentenyl-diphosphate delta-isomerase activity) [Confidence: IEA:TreeGrafter]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
thiC,Phosphomethylpyrimidine synthase,,2517203,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0016829 (lyase activity) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]"
thrC,Threonine synthase,,2517203,GO:0003941 (L-serine ammonia-lyase activity) [Confidence: IEA:TreeGrafter]; GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:InterPro]; GO:0004794 (threonine deaminase activity) [Confidence: IEA:TreeGrafter]; GO:0004795 (threonine synthase activity) [Confidence: IEA:UniProtKB-UniRule]
thrS,Threonine--tRNA ligase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004829 (threonine-tRNA ligase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000049 (tRNA binding) [Confidence: IEA:UniProtKB-KW]
argH_1,Argininosuccinate lyase,,2517203,GO:0004056 (argininosuccinate lyase activity) [Confidence: IEA:UniProtKB-UniRule]
argG,Argininosuccinate synthase,,2517203,GO:0004055 (argininosuccinate synthase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]
citZ,Citrate synthase,,2517203,GO:0004108 (citrate (Si)-synthase activity) [Confidence: IEA:TreeGrafter]
ddl,D-alanine--D-alanine ligase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0008716 (D-alanine-D-alanine ligase activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:InterPro]
pyrG,CTP synthase,,2517203,GO:0003883 (CTP synthase activity) [Confidence: IEA:InterPro]; GO:0042802 (identical protein binding) [Confidence: IEA:TreeGrafter]
vorB,Ketoisovalerate oxidoreductase subunit VorB,,2517203,GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-KW]
vorA_1,Ketoisovalerate oxidoreductase subunit VorA,,2517203,No GO terms found
vorA_2,Ketoisovalerate oxidoreductase subunit VorA,,2517203,No GO terms found
btuD_6,Vitamin B12 import ATP-binding protein BtuD,,2517203,No GO terms found
rpiA,Ribose-5-phosphate isomerase A,,2517203,GO:0004751 (ribose-5-phosphate isomerase activity) [Confidence: IEA:UniProtKB-UniRule]
eno,Enolase,,2517203,GO:0000287 (magnesium ion binding) [Confidence: IEA:InterPro]; GO:0004634 (phosphopyruvate hydratase activity) [Confidence: IEA:InterPro]
trpB2,Tryptophan synthase beta chain 2,,2517203,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
purA,Adenylosuccinate synthetase,,2517203,GO:0004019 (adenylosuccinate synthase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
serS1,Serine--tRNA ligase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004828 (serine-tRNA ligase activity) [Confidence: IEA:UniProtKB-UniRule]
livG,putative branched-chain amino acid transport ATP-binding protein LivG,,2517203,No GO terms found
rtcB,tRNA-splicing ligase RtcB,,2517203,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003972 (RNA ligase (ATP) activity) [Confidence: IEA:TreeGrafter]; GO:0170057 (RNA ligase (GTP) activity) [Confidence: IEA:UniProtKB-EC]
pyrB,Aspartate carbamoyltransferase,,2517203,GO:0016597 (amino acid binding) [Confidence: IEA:InterPro]; GO:0004070 (aspartate carbamoyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
sfsA,Sugar fermentation stimulation protein,,2517203,GO:0003677 (DNA binding) [Confidence: IEA:InterPro]
rimO,Ribosomal protein S12 methylthiotransferase RimO,,2517203,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0035598 (N6-threonylcarbomyladenosine methylthiotransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0061712 (tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase) [Confidence: IEA:UniProtKB-UniRule]"
pdxK,Pyridoxine kinase,,2517203,No GO terms found
purP_1,5-formaminoimidazole-4-carboxamide-1-,,2517203,"GO:0005524 (ATP binding) [Confidence: IEA:InterPro]; GO:0016879 (ligase activity, forming carbon-nitrogen bonds) [Confidence: IEA:InterPro]; GO:0000287 (magnesium ion binding) [Confidence: IEA:InterPro]"
adk,Adenylate kinase,,2517203,GO:0004017 (adenylate kinase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0008270 (zinc ion binding) [Confidence: IEA:UniProtKB-UniRule]
dxs_1,1-deoxy-D-xylulose-5-phosphate synthase,,2517203,GO:1990107 (thiazole synthase activity) [Confidence: IEA:UniProtKB-EC]
dxs_2,1-deoxy-D-xylulose-5-phosphate synthase,,2517203,GO:1990107 (thiazole synthase activity) [Confidence: IEA:UniProtKB-EC]
tal,putative transaldolase,,2517203,GO:0016832 (aldehyde-lyase activity) [Confidence: IEA:InterPro]
folD,Bifunctional protein FolD protein,,2517203,GO:0004477 (methenyltetrahydrofolate cyclohydrolase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0004488 (methylenetetrahydrofolate dehydrogenase (NADP+) activity) [Confidence: IEA:UniProtKB-UniRule]
ndhK,NAD,,2517203,GO:0052855 (ADP-dependent NAD(P)H-hydrate dehydratase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0052856 (NAD(P)HX epimerase activity) [Confidence: IEA:UniProtKB-UniRule]
thyX,Flavin-dependent thymidylate synthase,,2517203,GO:0050660 (flavin adenine dinucleotide binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0070402 (NADPH binding) [Confidence: IEA:TreeGrafter]; GO:0050797 (thymidylate synthase (FAD) activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0004799 (thymidylate synthase activity) [Confidence: IEA:TreeGrafter]
obg_1,GTPase Obg,,2517203,GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:TreeGrafter]; GO:0005525 (GTP binding) [Confidence: IEA:InterPro]
rfcS,Replication factor C small subunit,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0003677 (DNA binding) [Confidence: IEA:InterPro]; GO:0003689 (DNA clamp loader activity) [Confidence: IEA:UniProtKB-UniRule]
cysO_2,Protein CysO,,2517203,No GO terms found
hisF_1,Imidazole glycerol phosphate synthase subunit HisF,,2517203,GO:0000107 (imidazoleglycerol-phosphate synthase activity) [Confidence: IEA:InterPro]; GO:0016829 (lyase activity) [Confidence: IEA:UniProtKB-KW]
aroA,2-amino-3%2C7-dideoxy-D-threo-hept-6-ulosonate synthase,,2517203,GO:0003866 (3-phosphoshikimate 1-carboxyvinyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
apt,Adenine phosphoribosyltransferase,,2517203,GO:0002055 (adenine binding) [Confidence: IEA:TreeGrafter]; GO:0003999 (adenine phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0016208 (AMP binding) [Confidence: IEA:TreeGrafter]
apeA,M18 family aminopeptidase 1,,2517203,No GO terms found
ychF,Ribosome-binding ATPase YchF,,2517203,GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:TreeGrafter]
gdhA1,NADP-specific glutamate dehydrogenase A1,,2517203,No GO terms found
btuD_15,Vitamin B12 import ATP-binding protein BtuD,,2517203,No GO terms found
hmgA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,,2517203,GO:0004420 (hydroxymethylglutaryl-CoA reductase (NADPH) activity) [Confidence: IEA:InterPro]
mcrC,Methyl-coenzyme M reductase I operon protein C,,2517203,No GO terms found
gpmA,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,,2517203,GO:0016868 (intramolecular phosphotransferase activity) [Confidence: IEA:InterPro]
mntP,manganese efflux pump MntP,,2517203,GO:0005384 (manganese ion transmembrane transporter activity) [Confidence: IEA:UniProtKB-UniRule]
fhs,Formate--tetrahydrofolate ligase,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0004329 (formate-tetrahydrofolate ligase activity) [Confidence: IEA:InterPro]
leuC,3-isopropylmalate dehydratase large subunit,,2517203,"GO:0003861 (3-isopropylmalate dehydratase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]"
mcrB,Methyl-coenzyme M reductase I subunit beta,,2517203,GO:0050524 (coenzyme-B sulfoethylthiotransferase activity) [Confidence: IEA:InterPro]
mrtG,Methyl-coenzyme M reductase II subunit gamma,,2517203,No GO terms found
mcrA,Methyl-coenzyme M reductase I subunit alpha,,2517203,GO:0050524 (coenzyme-B sulfoethylthiotransferase activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
purH,Bifunctional purine biosynthesis protein PurH,,2517203,GO:0003937 (IMP cyclohydrolase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004643 (phosphoribosylaminoimidazolecarboxamide formyltransferase activity) [Confidence: IEA:UniProtKB-EC]
proA,Gamma-glutamyl phosphate reductase,,2517203,GO:0004350 (glutamate-5-semialdehyde dehydrogenase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0050661 (NADP binding) [Confidence: IEA:InterPro]
cfbC,Ni-sirohydrochlorin a%2Cc-diamide reductive cyclase complex%2C component CfbC,,2517203,No GO terms found
porB,Pyruvate synthase subunit PorB,,2517203,GO:0019164 (pyruvate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0030976 (thiamine pyrophosphate binding) [Confidence: IEA:InterPro]
htpG,Chaperone protein HtpG,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0140662 (ATP-dependent protein folding chaperone) [Confidence: IEA:InterPro]; GO:0051082 (unfolded protein binding) [Confidence: IEA:InterPro]
gyrB,DNA gyrase subunit B,,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0034335 (DNA negative supercoiling activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
gyrA,DNA gyrase subunit A,,2517203,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003918 (DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity) [Confidence: IEA:UniProtKB-UniRule]"
mvhD,F420-non-reducing hydrogenase iron-sulfur subunit D,,2517203,GO:0051536 (iron-sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-KW]
aksF_2,Homoisocitrate dehydrogenase,,2517203,No GO terms found
ilvC,Ketol-acid reductoisomerase,,2517203,GO:0016853 (isomerase activity) [Confidence: IEA:UniProtKB-KW]; GO:0004455 (ketol-acid reductoisomerase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]
ppa,Inorganic pyrophosphatase,,2517203,GO:0004427 (inorganic diphosphate phosphatase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
malK_3,Trehalose,,2517203,No GO terms found
mthTIM_2,Modification methylase MthTI,,2517203,No GO terms found
fadB,Fatty acid oxidation complex subunit alpha,,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
thiE,Thiamine-phosphate synthase,,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
malK_1,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
tatD_1,Tat-linked quality control protein TatD,,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
btuD_8,Vitamin B12 import ATP-binding protein BtuD,,2159,No GO terms found
msrB,Peptide methionine sulfoxide reductase MsrB,,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
xerA_2,Tyrosine recombinase XerA,,2159,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0009037 (tyrosine-based site-specific recombinase activity) [Confidence: IEA:UniProtKB-UniRule]
arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
tdh_2,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
malK_4,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
hcaB,3-phenylpropionate-dihydrodiol,,2159,No GO terms found
arnC_6,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
tatD_1,Tat-linked quality control protein TatD,,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
malK_1,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
fadB,Fatty acid oxidation complex subunit alpha,,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
tdh_1,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]
ispD_1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
aqpM_2,Aquaporin AqpM,,2159,GO:0015267 (channel activity) [Confidence: IEA:InterPro]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
malK_2,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
btuD_10,Vitamin B12 import ATP-binding protein BtuD,,2159,No GO terms found
arnC_6,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
malK_4,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
